Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Shell_Cat
Brazil,2929159.0,Stocks Transfer,2023-11-12 03:00:00,Person_3193,Arms Trade,Switzerland,False,Illegal,8,7,Bank_365,Bahamas,3 or more
UAE,3595443.0,Offshore Transfer,2023-11-12 04:00:00,Person_2337,Oil & Gas,China,False,Illegal,6,8,Bank_11,Panama,3 or more
Switzerland,139751.0,Cash Withdrawal,2023-11-12 05:00:00,Person_8231,Construction,China,False,Legal,8,3,Bank_31,Singapore,3 or more
Singapore,3742894.0,Cash Withdrawal,2023-11-12 06:00:00,Person_66,Arms Trade,Brazil,False,Illegal,10,3,Bank_390,Cayman Islands,3 or more
UAE,395765.0,Cash Withdrawal,2023-11-12 07:00:00,Person_209,Casinos,UAE,True,Illegal,1,9,Bank_320,Bahamas,3 or more
Singapore,1111284.0,Property Purchase,2023-11-12 08:00:00,Person_17,Arms Trade,China,False,Illegal,10,7,Bank_6,Luxembourg,3 or more
South Africa,1509853.0,Cryptocurrency,2023-11-12 09:00:00,Person_5316,Construction,UAE,False,Illegal,1,1,Bank_154,Singapore,Less than 3
South Africa,99931.0,Cash Withdrawal,2023-11-12 10:00:00,Person_8298,Casinos,India,False,Legal,10,2,Bank_486,Singapore,Less than 3
Russia,3346536.0,Cryptocurrency,2023-11-12 11:00:00,Person_206,Oil & Gas,India,False,Illegal,3,3,Bank_291,Switzerland,3 or more
India,1514645.0,Property Purchase,2023-11-12 12:00:00,Person_9660,Construction,Singapore,False,Illegal,7,8,Bank_302,Switzerland,3 or more
Switzerland,1218181.0,Cryptocurrency,2023-11-12 13:00:00,Person_2041,Oil & Gas,UK,False,Illegal,3,5,Bank_471,Switzerland,3 or more
Singapore,2798200.0,Stocks Transfer,2023-11-12 14:00:00,Person_3166,Finance,India,False,Illegal,9,0,Bank_68,Switzerland,Less than 3
Brazil,2634991.0,Offshore Transfer,2023-11-12 15:00:00,Person_1756,Casinos,USA,False,Illegal,5,3,Bank_101,Switzerland,3 or more
South Africa,4261513.0,Property Purchase,2023-11-12 16:00:00,Person_8372,Finance,UAE,True,Illegal,1,1,Bank_479,Switzerland,Less than 3
UK,4044959.0,Cash Withdrawal,2023-11-12 17:00:00,Person_4565,Finance,China,False,Illegal,8,0,Bank_419,Switzerland,Less than 3
Russia,1736018.0,Stocks Transfer,2023-11-12 18:00:00,Person_1441,Real Estate,India,False,Illegal,5,0,Bank_346,Switzerland,Less than 3
South Africa,2935361.0,Offshore Transfer,2023-11-12 19:00:00,Person_1705,Luxury Goods,Russia,False,Legal,9,1,Bank_73,Panama,Less than 3
UK,924444.0,Offshore Transfer,2023-11-12 20:00:00,Person_1086,Luxury Goods,China,True,Illegal,10,2,Bank_68,Bahamas,Less than 3
UAE,4589566.0,Property Purchase,2023-11-12 21:00:00,Person_3928,Real Estate,UK,True,Legal,10,9,Bank_299,Bahamas,3 or more
South Africa,4075120.0,Property Purchase,2023-11-12 22:00:00,Person_956,Construction,Singapore,False,Illegal,9,2,Bank_202,Singapore,Less than 3
China,3302835.0,Offshore Transfer,2023-11-12 23:00:00,Person_1551,Finance,Brazil,True,Legal,5,7,Bank_432,Cayman Islands,3 or more
Singapore,2589635.0,Cryptocurrency,2023-11-13 00:00:00,Person_6617,Construction,South Africa,False,Illegal,3,2,Bank_335,Luxembourg,Less than 3
China,3438242.0,Cash Withdrawal,2023-11-13 01:00:00,Person_4123,Real Estate,South Africa,False,Illegal,8,9,Bank_166,Singapore,3 or more
Switzerland,3309963.0,Stocks Transfer,2023-11-13 02:00:00,Person_2665,Oil & Gas,USA,False,Illegal,3,7,Bank_405,Luxembourg,3 or more
China,81246.0,Cash Withdrawal,2023-11-13 03:00:00,Person_6805,Finance,Brazil,False,Illegal,6,0,Bank_405,Bahamas,Less than 3
South Africa,1825407.0,Cash Withdrawal,2023-11-13 04:00:00,Person_6400,Arms Trade,India,False,Illegal,6,5,Bank_137,Panama,3 or more
UAE,4002922.0,Cryptocurrency,2023-11-13 05:00:00,Person_1260,Oil & Gas,Russia,False,Illegal,1,2,Bank_39,Switzerland,Less than 3
UAE,1555635.0,Offshore Transfer,2023-11-13 06:00:00,Person_1745,Luxury Goods,South Africa,False,Illegal,4,1,Bank_214,Luxembourg,Less than 3
India,292083.0,Stocks Transfer,2023-11-13 07:00:00,Person_5572,Arms Trade,India,False,Illegal,9,4,Bank_56,Cayman Islands,3 or more
UK,3186799.0,Cryptocurrency,2023-11-13 08:00:00,Person_6671,Arms Trade,China,False,Illegal,10,0,Bank_417,Singapore,Less than 3
Brazil,1739518.0,Property Purchase,2023-11-13 09:00:00,Person_413,Oil & Gas,Singapore,False,Legal,1,0,Bank_358,Bahamas,Less than 3
Russia,3168016.0,Offshore Transfer,2023-11-13 10:00:00,Person_9420,Luxury Goods,Switzerland,False,Illegal,1,8,Bank_426,Luxembourg,3 or more
South Africa,4946294.0,Property Purchase,2023-11-13 11:00:00,Person_5079,Real Estate,Singapore,False,Illegal,8,3,Bank_484,Luxembourg,3 or more
UAE,3493586.0,Property Purchase,2023-11-13 12:00:00,Person_7110,Luxury Goods,UAE,False,Illegal,4,1,Bank_223,Switzerland,Less than 3
Switzerland,2500921.0,Cash Withdrawal,2023-11-13 13:00:00,Person_2917,Construction,Singapore,False,Illegal,7,2,Bank_88,Singapore,Less than 3
India,37453.0,Stocks Transfer,2023-11-13 14:00:00,Person_2801,Luxury Goods,Brazil,False,Legal,3,1,Bank_57,Bahamas,Less than 3
UAE,2514375.0,Cash Withdrawal,2023-11-13 15:00:00,Person_7063,Construction,USA,False,Legal,6,9,Bank_429,Cayman Islands,3 or more
India,4712163.0,Stocks Transfer,2023-11-13 16:00:00,Person_5570,Casinos,Russia,False,Legal,9,2,Bank_227,Switzerland,Less than 3
UK,536889.0,Cash Withdrawal,2023-11-13 17:00:00,Person_9648,Real Estate,USA,False,Legal,3,8,Bank_350,Bahamas,3 or more
Switzerland,4756386.0,Cryptocurrency,2023-11-13 18:00:00,Person_1657,Construction,South Africa,False,Legal,2,5,Bank_417,Panama,3 or more
UAE,1463547.0,Cash Withdrawal,2023-11-13 19:00:00,Person_3517,Luxury Goods,China,True,Illegal,4,7,Bank_10,Luxembourg,3 or more
Russia,2740591.0,Stocks Transfer,2023-11-13 20:00:00,Person_4082,Real Estate,South Africa,False,Illegal,5,8,Bank_269,Bahamas,3 or more
India,4582782.0,Property Purchase,2023-11-13 21:00:00,Person_9484,Finance,UK,False,Illegal,5,4,Bank_348,Panama,3 or more
UK,4608719.0,Offshore Transfer,2023-11-13 22:00:00,Person_6476,Casinos,Singapore,True,Illegal,9,6,Bank_190,Singapore,3 or more
Russia,2015076.0,Property Purchase,2023-11-13 23:00:00,Person_6778,Oil & Gas,UAE,False,Legal,7,5,Bank_217,Luxembourg,3 or more
South Africa,375298.0,Cash Withdrawal,2023-11-14 00:00:00,Person_6036,Luxury Goods,South Africa,True,Illegal,7,1,Bank_492,Luxembourg,Less than 3
USA,3299759.0,Stocks Transfer,2023-11-14 01:00:00,Person_5507,Arms Trade,Russia,True,Illegal,3,9,Bank_337,Switzerland,3 or more
Singapore,1427256.0,Cash Withdrawal,2023-11-14 02:00:00,Person_4727,Finance,UAE,False,Illegal,5,1,Bank_431,Bahamas,Less than 3
Switzerland,4289302.0,Offshore Transfer,2023-11-14 03:00:00,Person_7284,Construction,Brazil,False,Legal,4,1,Bank_456,Singapore,Less than 3
USA,2132813.0,Cash Withdrawal,2023-11-14 04:00:00,Person_5485,Real Estate,Brazil,False,Illegal,6,7,Bank_320,Panama,3 or more
China,3083974.0,Cash Withdrawal,2023-11-14 05:00:00,Person_6048,Arms Trade,China,False,Illegal,8,5,Bank_94,Bahamas,3 or more
Singapore,1494496.0,Property Purchase,2023-11-14 06:00:00,Person_7604,Construction,USA,False,Illegal,2,5,Bank_174,Switzerland,3 or more
Singapore,3300044.0,Stocks Transfer,2023-11-14 07:00:00,Person_4109,Luxury Goods,China,False,Illegal,4,3,Bank_391,Luxembourg,3 or more
China,4264097.0,Offshore Transfer,2023-11-14 08:00:00,Person_1192,Luxury Goods,India,False,Illegal,5,2,Bank_419,Cayman Islands,Less than 3
South Africa,2596257.0,Offshore Transfer,2023-11-14 09:00:00,Person_4598,Real Estate,UK,False,Illegal,2,2,Bank_426,Luxembourg,Less than 3
India,27362.0,Stocks Transfer,2023-11-14 10:00:00,Person_4210,Casinos,South Africa,False,Illegal,6,2,Bank_299,Switzerland,Less than 3
UAE,4200655.0,Stocks Transfer,2023-11-14 11:00:00,Person_5166,Construction,USA,False,Illegal,1,0,Bank_354,Panama,Less than 3
USA,3006400.0,Stocks Transfer,2023-11-14 12:00:00,Person_9553,Arms Trade,Russia,True,Illegal,7,2,Bank_307,Cayman Islands,Less than 3
USA,962996.0,Property Purchase,2023-11-14 13:00:00,Person_6316,Oil & Gas,Switzerland,False,Illegal,3,8,Bank_90,Bahamas,3 or more
UK,518723.0,Cryptocurrency,2023-11-14 14:00:00,Person_7874,Finance,China,False,Legal,2,2,Bank_443,Bahamas,Less than 3
USA,3862116.0,Offshore Transfer,2023-11-14 15:00:00,Person_5216,Luxury Goods,South Africa,False,Legal,4,4,Bank_267,Luxembourg,3 or more
UAE,4181834.0,Cryptocurrency,2023-11-14 16:00:00,Person_623,Construction,India,False,Legal,6,2,Bank_375,Cayman Islands,Less than 3
India,2738192.0,Cash Withdrawal,2023-11-14 17:00:00,Person_2965,Oil & Gas,Singapore,False,Illegal,2,7,Bank_102,Panama,3 or more
Switzerland,4582251.0,Cash Withdrawal,2023-11-14 18:00:00,Person_1418,Casinos,UK,False,Illegal,8,3,Bank_232,Singapore,3 or more
India,4463217.0,Cryptocurrency,2023-11-14 19:00:00,Person_6454,Luxury Goods,Brazil,False,Illegal,7,4,Bank_225,Cayman Islands,3 or more
USA,2431940.0,Cash Withdrawal,2023-11-14 20:00:00,Person_8887,Real Estate,Russia,False,Legal,8,5,Bank_458,Luxembourg,3 or more
Singapore,4299920.0,Offshore Transfer,2023-11-14 21:00:00,Person_8451,Real Estate,UK,False,Illegal,3,0,Bank_408,Switzerland,Less than 3
UAE,4300000.0,Stocks Transfer,2023-11-14 22:00:00,Person_6216,Oil & Gas,South Africa,False,Illegal,8,8,Bank_155,Switzerland,3 or more
Russia,3492178.0,Offshore Transfer,2023-11-14 23:00:00,Person_3154,Construction,Brazil,False,Illegal,8,1,Bank_90,Luxembourg,Less than 3
Switzerland,2693620.0,Offshore Transfer,2023-11-15 00:00:00,Person_4863,Casinos,Russia,False,Illegal,1,6,Bank_263,Singapore,3 or more
UK,48749.0,Offshore Transfer,2023-11-15 01:00:00,Person_6824,Oil & Gas,Singapore,True,Illegal,6,8,Bank_421,Switzerland,3 or more
UK,2389801.0,Property Purchase,2023-11-15 02:00:00,Person_2717,Construction,India,False,Legal,4,6,Bank_6,Singapore,3 or more
South Africa,4076439.0,Stocks Transfer,2023-11-15 03:00:00,Person_8577,Oil & Gas,UK,False,Illegal,4,1,Bank_14,Luxembourg,Less than 3
China,949938.0,Cash Withdrawal,2023-11-15 04:00:00,Person_3985,Finance,India,False,Legal,2,5,Bank_245,Bahamas,3 or more
China,1211589.0,Property Purchase,2023-11-15 05:00:00,Person_2826,Casinos,Switzerland,False,Legal,2,3,Bank_186,Panama,3 or more
Switzerland,4722939.0,Cryptocurrency,2023-11-15 06:00:00,Person_4862,Real Estate,UAE,False,Illegal,10,8,Bank_118,Luxembourg,3 or more
UK,1159715.0,Stocks Transfer,2023-11-15 07:00:00,Person_2377,Finance,Switzerland,False,Legal,5,0,Bank_33,Bahamas,Less than 3
UAE,2432182.0,Stocks Transfer,2023-11-15 08:00:00,Person_3861,Luxury Goods,China,False,Legal,4,2,Bank_260,Luxembourg,Less than 3
India,4569997.0,Offshore Transfer,2023-11-15 09:00:00,Person_1933,Casinos,India,False,Illegal,9,4,Bank_342,Cayman Islands,3 or more
UAE,1333326.0,Property Purchase,2023-11-15 10:00:00,Person_1832,Finance,China,False,Illegal,2,1,Bank_366,Panama,Less than 3
USA,2338104.0,Property Purchase,2023-11-15 11:00:00,Person_5284,Casinos,Brazil,True,Legal,2,7,Bank_400,Panama,3 or more
China,3058083.0,Cash Withdrawal,2023-11-15 12:00:00,Person_8564,Luxury Goods,Russia,False,Illegal,7,0,Bank_131,Switzerland,Less than 3
Switzerland,2718437.0,Cryptocurrency,2023-11-15 13:00:00,Person_5156,Real Estate,Switzerland,False,Illegal,3,2,Bank_100,Cayman Islands,Less than 3
USA,266127.0,Property Purchase,2023-11-15 14:00:00,Person_6156,Finance,China,False,Illegal,2,1,Bank_87,Switzerland,Less than 3
Brazil,1107008.0,Cryptocurrency,2023-11-15 15:00:00,Person_2936,Arms Trade,Russia,False,Illegal,2,6,Bank_206,Bahamas,3 or more
India,1137755.0,Stocks Transfer,2023-11-15 16:00:00,Person_5973,Arms Trade,South Africa,False,Legal,8,0,Bank_495,Luxembourg,Less than 3
Singapore,276828.0,Cash Withdrawal,2023-11-15 17:00:00,Person_8626,Real Estate,South Africa,False,Legal,7,5,Bank_251,Bahamas,3 or more
UAE,283237.0,Stocks Transfer,2023-11-15 18:00:00,Person_4531,Real Estate,UAE,True,Illegal,7,7,Bank_343,Cayman Islands,3 or more
Brazil,4261344.0,Cryptocurrency,2023-11-15 19:00:00,Person_1919,Real Estate,Switzerland,False,Legal,7,7,Bank_299,Switzerland,3 or more
UK,3387206.0,Stocks Transfer,2023-11-15 20:00:00,Person_2854,Construction,Singapore,False,Illegal,9,1,Bank_249,Singapore,Less than 3
Russia,2772710.0,Property Purchase,2023-11-15 21:00:00,Person_6017,Arms Trade,Singapore,False,Legal,1,2,Bank_69,Panama,Less than 3
Russia,1009248.0,Cryptocurrency,2023-11-15 22:00:00,Person_9684,Finance,UAE,False,Illegal,2,7,Bank_211,Bahamas,3 or more
Russia,4788155.0,Offshore Transfer,2023-11-15 23:00:00,Person_5633,Luxury Goods,India,False,Illegal,2,7,Bank_80,Switzerland,3 or more
India,3857559.0,Cryptocurrency,2023-11-16 00:00:00,Person_4718,Arms Trade,Switzerland,False,Illegal,1,7,Bank_162,Panama,3 or more
South Africa,1601657.0,Cryptocurrency,2023-11-16 01:00:00,Person_9661,Luxury Goods,Switzerland,False,Illegal,2,1,Bank_199,Luxembourg,Less than 3
UAE,1410887.0,Cryptocurrency,2023-11-16 02:00:00,Person_7741,Arms Trade,UK,False,Legal,3,1,Bank_350,Switzerland,Less than 3
USA,1624872.0,Stocks Transfer,2023-11-16 03:00:00,Person_946,Real Estate,USA,False,Illegal,3,1,Bank_293,Switzerland,Less than 3
China,3960730.0,Property Purchase,2023-11-16 04:00:00,Person_422,Finance,India,False,Illegal,9,2,Bank_351,Cayman Islands,Less than 3
South Africa,915937.0,Property Purchase,2023-11-16 05:00:00,Person_1911,Finance,USA,False,Illegal,4,4,Bank_72,Switzerland,3 or more
UK,2068875.0,Stocks Transfer,2023-11-16 06:00:00,Person_6934,Arms Trade,Singapore,False,Illegal,9,5,Bank_452,Panama,3 or more
Switzerland,4098923.0,Property Purchase,2023-11-16 07:00:00,Person_8418,Oil & Gas,Switzerland,False,Illegal,6,5,Bank_114,Cayman Islands,3 or more
India,4262613.0,Offshore Transfer,2023-11-16 08:00:00,Person_2614,Casinos,UAE,True,Illegal,4,7,Bank_295,Bahamas,3 or more
India,4884677.0,Property Purchase,2023-11-16 09:00:00,Person_1227,Finance,Brazil,False,Legal,1,9,Bank_17,Singapore,3 or more
USA,3559772.0,Cryptocurrency,2023-11-16 10:00:00,Person_8743,Oil & Gas,Russia,True,Illegal,6,3,Bank_147,Switzerland,3 or more
Russia,3604416.0,Stocks Transfer,2023-11-16 11:00:00,Person_9047,Finance,Russia,True,Illegal,5,3,Bank_262,Cayman Islands,3 or more
South Africa,3906600.0,Stocks Transfer,2023-11-16 12:00:00,Person_2903,Luxury Goods,China,False,Illegal,2,4,Bank_64,Panama,3 or more
UAE,93674.0,Cash Withdrawal,2023-11-16 13:00:00,Person_1130,Luxury Goods,UAE,True,Illegal,5,8,Bank_343,Switzerland,3 or more
Russia,1429436.0,Stocks Transfer,2023-11-16 14:00:00,Person_4946,Luxury Goods,India,False,Legal,6,4,Bank_454,Singapore,3 or more
Brazil,2123639.0,Stocks Transfer,2023-11-16 15:00:00,Person_5824,Luxury Goods,Switzerland,False,Illegal,7,0,Bank_43,Luxembourg,Less than 3
Singapore,4166182.0,Cash Withdrawal,2023-11-16 16:00:00,Person_936,Finance,South Africa,False,Illegal,7,2,Bank_358,Singapore,Less than 3
India,1045879.0,Cash Withdrawal,2023-11-16 17:00:00,Person_7262,Real Estate,India,False,Illegal,9,6,Bank_323,Cayman Islands,3 or more
Russia,434237.0,Offshore Transfer,2023-11-16 18:00:00,Person_4516,Casinos,China,True,Illegal,3,9,Bank_410,Cayman Islands,3 or more
India,4151958.0,Stocks Transfer,2023-11-16 19:00:00,Person_8467,Oil & Gas,Singapore,True,Legal,2,4,Bank_171,Panama,3 or more
India,3121658.0,Property Purchase,2023-11-16 20:00:00,Person_2685,Oil & Gas,South Africa,False,Legal,9,3,Bank_26,Singapore,3 or more
UK,4532725.0,Cryptocurrency,2023-11-16 21:00:00,Person_6998,Oil & Gas,Singapore,True,Illegal,4,2,Bank_456,Luxembourg,Less than 3
South Africa,1876745.0,Stocks Transfer,2023-11-16 22:00:00,Person_1202,Oil & Gas,Brazil,False,Illegal,10,7,Bank_491,Singapore,3 or more
Brazil,2545788.0,Cryptocurrency,2023-11-16 23:00:00,Person_6470,Luxury Goods,India,False,Legal,1,8,Bank_242,Singapore,3 or more
Brazil,3611554.0,Property Purchase,2023-11-17 00:00:00,Person_9220,Oil & Gas,Brazil,False,Illegal,10,7,Bank_231,Panama,3 or more
South Africa,1422420.0,Offshore Transfer,2023-11-17 01:00:00,Person_20,Construction,China,False,Illegal,1,1,Bank_5,Luxembourg,Less than 3
USA,1478800.0,Offshore Transfer,2023-11-17 02:00:00,Person_9738,Luxury Goods,Singapore,True,Legal,5,8,Bank_363,Cayman Islands,3 or more
China,3454687.0,Cash Withdrawal,2023-11-17 03:00:00,Person_8379,Real Estate,South Africa,False,Illegal,10,7,Bank_426,Singapore,3 or more
China,1188221.0,Cash Withdrawal,2023-11-17 04:00:00,Person_3432,Casinos,USA,False,Illegal,3,5,Bank_141,Cayman Islands,3 or more
India,1899445.0,Cash Withdrawal,2023-11-17 05:00:00,Person_3300,Real Estate,UK,False,Illegal,2,7,Bank_84,Singapore,3 or more
Switzerland,3120902.0,Property Purchase,2023-11-17 06:00:00,Person_1731,Oil & Gas,Russia,True,Illegal,2,1,Bank_215,Luxembourg,Less than 3
Singapore,2849395.0,Cryptocurrency,2023-11-17 07:00:00,Person_1884,Arms Trade,China,True,Illegal,6,5,Bank_52,Cayman Islands,3 or more
China,96094.0,Property Purchase,2023-11-17 08:00:00,Person_2929,Luxury Goods,South Africa,False,Legal,6,8,Bank_405,Switzerland,3 or more
Brazil,157949.0,Property Purchase,2023-11-17 09:00:00,Person_2012,Arms Trade,Switzerland,True,Illegal,4,0,Bank_351,Panama,Less than 3
Russia,1278592.0,Stocks Transfer,2023-11-17 10:00:00,Person_9550,Arms Trade,Brazil,False,Legal,7,7,Bank_330,Cayman Islands,3 or more
Brazil,1814095.0,Cryptocurrency,2023-11-17 11:00:00,Person_5544,Construction,South Africa,False,Illegal,1,0,Bank_466,Singapore,Less than 3
China,2109592.0,Stocks Transfer,2023-11-17 12:00:00,Person_9919,Oil & Gas,Switzerland,False,Legal,6,6,Bank_224,Cayman Islands,3 or more
China,758739.0,Offshore Transfer,2023-11-17 13:00:00,Person_5763,Construction,USA,True,Illegal,8,5,Bank_126,Bahamas,3 or more
USA,1521602.0,Cryptocurrency,2023-11-17 14:00:00,Person_2982,Real Estate,India,True,Legal,2,5,Bank_490,Cayman Islands,3 or more
India,2174707.0,Cash Withdrawal,2023-11-17 15:00:00,Person_1459,Oil & Gas,Russia,False,Illegal,2,3,Bank_292,Panama,3 or more
UAE,2902853.0,Cryptocurrency,2023-11-17 16:00:00,Person_9968,Casinos,USA,False,Illegal,5,1,Bank_298,Luxembourg,Less than 3
Switzerland,1867150.0,Cryptocurrency,2023-11-17 17:00:00,Person_1629,Oil & Gas,Brazil,False,Illegal,10,5,Bank_87,Panama,3 or more
UK,3238588.0,Property Purchase,2023-11-17 18:00:00,Person_1678,Finance,USA,False,Legal,6,2,Bank_210,Cayman Islands,Less than 3
UAE,4805048.0,Offshore Transfer,2023-11-17 19:00:00,Person_3496,Construction,India,False,Illegal,1,1,Bank_27,Panama,Less than 3
USA,2608302.0,Offshore Transfer,2023-11-17 20:00:00,Person_1272,Luxury Goods,Brazil,False,Legal,9,4,Bank_245,Singapore,3 or more
Russia,4427221.0,Cryptocurrency,2023-11-17 21:00:00,Person_9087,Construction,Russia,True,Illegal,7,0,Bank_151,Bahamas,Less than 3
China,4391122.0,Property Purchase,2023-11-17 22:00:00,Person_9799,Construction,China,False,Illegal,3,6,Bank_115,Singapore,3 or more
Brazil,922460.0,Property Purchase,2023-11-17 23:00:00,Person_9432,Construction,Russia,False,Illegal,2,3,Bank_289,Panama,3 or more
UAE,2283366.0,Cash Withdrawal,2023-11-18 00:00:00,Person_9264,Luxury Goods,Russia,False,Illegal,3,5,Bank_466,Bahamas,3 or more
Switzerland,1248468.0,Cryptocurrency,2023-11-18 01:00:00,Person_6376,Arms Trade,India,False,Illegal,10,5,Bank_96,Switzerland,3 or more
China,3643578.0,Cryptocurrency,2023-11-18 02:00:00,Person_1605,Finance,USA,False,Illegal,6,0,Bank_40,Panama,Less than 3
South Africa,4217008.0,Offshore Transfer,2023-11-18 03:00:00,Person_6896,Real Estate,USA,False,Legal,3,5,Bank_295,Luxembourg,3 or more
Brazil,1500803.0,Cryptocurrency,2023-11-18 04:00:00,Person_7917,Casinos,South Africa,False,Illegal,5,5,Bank_285,Switzerland,3 or more
Switzerland,4726348.0,Cryptocurrency,2023-11-18 05:00:00,Person_5298,Construction,South Africa,False,Illegal,4,3,Bank_119,Bahamas,3 or more
Russia,629016.0,Offshore Transfer,2023-11-18 06:00:00,Person_862,Casinos,South Africa,False,Illegal,10,9,Bank_255,Singapore,3 or more
China,2516180.0,Property Purchase,2023-11-18 07:00:00,Person_9072,Oil & Gas,USA,True,Illegal,3,4,Bank_491,Singapore,3 or more
India,4057145.0,Property Purchase,2023-11-18 08:00:00,Person_4489,Real Estate,China,False,Illegal,1,6,Bank_420,Singapore,3 or more
Switzerland,4788612.0,Cryptocurrency,2023-11-18 09:00:00,Person_3258,Finance,Singapore,False,Legal,9,0,Bank_336,Luxembourg,Less than 3
India,1236185.0,Stocks Transfer,2023-11-18 10:00:00,Person_7154,Casinos,China,False,Illegal,5,5,Bank_183,Switzerland,3 or more
Russia,3590193.0,Cryptocurrency,2023-11-18 11:00:00,Person_8557,Real Estate,UK,False,Illegal,4,1,Bank_68,Panama,Less than 3
China,2404744.0,Cryptocurrency,2023-11-18 12:00:00,Person_5635,Real Estate,Russia,False,Illegal,6,7,Bank_43,Singapore,3 or more
India,3784698.0,Cryptocurrency,2023-11-18 13:00:00,Person_8533,Real Estate,UAE,True,Illegal,6,0,Bank_363,Bahamas,Less than 3
India,4732485.0,Cryptocurrency,2023-11-18 14:00:00,Person_199,Casinos,India,False,Legal,2,6,Bank_498,Singapore,3 or more
India,217284.0,Cryptocurrency,2023-11-18 15:00:00,Person_28,Arms Trade,UK,True,Illegal,8,9,Bank_385,Panama,3 or more
South Africa,3225528.0,Property Purchase,2023-11-18 16:00:00,Person_2651,Oil & Gas,Switzerland,True,Illegal,8,9,Bank_286,Switzerland,3 or more
UK,3917649.0,Stocks Transfer,2023-11-18 17:00:00,Person_790,Luxury Goods,UAE,False,Legal,8,0,Bank_282,Luxembourg,Less than 3
India,2134763.0,Stocks Transfer,2023-11-18 18:00:00,Person_1669,Casinos,Brazil,False,Illegal,5,2,Bank_211,Switzerland,Less than 3
Brazil,448880.0,Cryptocurrency,2023-11-18 19:00:00,Person_6231,Construction,India,False,Legal,2,0,Bank_10,Singapore,Less than 3
